Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Science Intern,$80K-$132K (Glassdoor est.),"Overview:

We are looking for passionate technology and data science enthusiasts to join our team. Interns will interact directly with senior team members and will develop strong analytical skills that will serve them well for the rest of their careers. Previous interns have gone on to work for the world's leading technology companies and investment firms including Google X, Facebook, Jane Street, BlackRock, and Goldman Sachs.

We welcome applications throughout the year, and our internships typically range from 3 to 12 months.

Responsibilities:

Responsibilities will include some or all of the following:

• Research and evaluate important questions that require data to accurately answer

• Determine what data points are needed to accurately answer these questions

• Gather, normalize, and run statistical analyses on these data points

• Present the results and provide possible explanations for them

• Help convert these results into meaningful business insights and improvements

• Assist with other firm-related activities as needed

Requirements:

• Currently enrolled at a top-tier university

• Majoring in data science, statistics, or a related field of study

• Excellent academic performance (e.g., GPA of 3.5 or higher)

• Outstanding intellectual aptitude

• Disciplined, responsible, and self-motivated

• Diligent, thorough, and attentive to details

• Genuine passion for technology and investing

:

We do not sponsor visas for international students.

Company Introduction:
HOF Capital is a venture capital firm backed by 70 of the world's most influential families and organizations. We partner with ambitious entrepreneurs from idea to IPO, helping them build the next generation of leading technology companies.",5.0,"HOF Capital
5.0","New York, NY",-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Data Scientist (Entry),$80K-$132K (Glassdoor est.),"Required Skills:

• Ph.D. (or MS with 4+ years of post MS experience) in Statistics, Mathematics, or closely related field

• 2 years of experience in using statistical or machine learning methodologies to solve research problems

• Proficiency in R and/or Python or in another high-level programming language

• Experience in developing statistical, and machine learning models

• Experience analyzing and presenting complex data and proven problem-solving abilities

• Strong publication record in leading scientific journals

• Strong organizational, interpersonal, and written communication skills

Desired Skills:

• Experience working with time-series data and forecasting is highly desired

• Experience with building data and analytics pipeline and automation is highly desired

• Drive for translating business problems into research initiatives that deliver business value

• Creativity in defining challenging exploratory projects",4.5,"Envision LLC
4.5","Saint Louis, MO",-1,201 to 500 Employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1
Software Intern (DevOps),$80K-$132K (Glassdoor est.),"Summer 2021
Shure offers a challenging and rewarding summer internship program. The twelve week program is offered to undergraduate students that have completed at least 2 years of college, as well as graduate students. Each intern will receive a competitive salary and students who reside out of Illinois will receive a housing stipend to cover living expenses. Applications will be collected, reviewed and selected candidates will be contacted in late fall/early winter.
The Software intern will help create new a network protocol stack and adapter to enable the monitor and control of competitor equipment. They will review product protocol documentation, implement the protocol as defined, implement the related protocol adapter, and test/profile the implementation.

Review competitor product network protocol documentation
Implement competitor network protocol and protocol adapter
Test/profile protocol implementation

Minimum two years of course work in Computer Science or related field
Masters level candidates a plus
Programming experience working with various languages – python, perl, C/C++, Java, C#, .Net, shell etc.
Knowledge of software automation, Linux administration and/or cloud services is a plus
Computer networking knowledge is a plus",4.1,"Shure Incorporated
4.1","Niles, IL",-1,1001 to 5000 Employees,1925,Company - Private,Consumer Products Manufacturing,Manufacturing,Unknown / Non-Applicable,-1
Clinical Data Scientist,$80K-$132K (Glassdoor est.),"You will conduct analyses using various disparate types of healthcare data (e.g., clinical trial data, insurance claims data, Electronic Health Record (EHR) data, etc.). You will explore these data with a critical eye and transform these data into meaningful insights, creating outputs that may be used for publication, regulatory submissions, internal decision-making, market tracking, or other uses. Working closely with the other members of the Clinical Computational Sciences team, you will be encouraged to use new and emerging data sources and technologies to drive innovation and to conduct analyses at scale.
The Impact You Will Have
Our mission is to make innovative drugs affordable and accessible. You will be instrumental in making that vision a reality. We are working to build a truly modern and efficient clinical development organization, with data at the core of what we do. You will play a key role in analyzing this data in support of our development programs.
Who You Are
You hold a Masters or PhD in biostatistics, epidemiology, health economics, public health, computational biology or another quantitative scientific discipline, with 1-3 years of work experience
You are problem focused, creative, and practical in how you apply data to problems
You love working with data and live for the “aha!” moments where you use it to answer meaningful questions
You have experience applying observational and statistical methods to conduct rigorous scientific analyses
You’re energized by the prospect of rolling up your sleeves to tackle important problems in drug development and reimbursement
You can program fluently in a modern statistical programming software (e.g., R) and want to develop your skills further.
You’ve worked with data scientists and software engineers to put code into production – you think about scalable ways to improve the reach of your work.
You want to build a career in clinical data analysis (biostatistics, health economics, RWE, etc.)
Bonus points if you have experience in genomic data analysis or oncology data experience
You are an excellent communicator – you can use data to tell a clear and compelling story and can communicate complex analyses to many types of stakeholders
You have a curious mind and are excited to learn new skills, tools, and about novel types and uses of data.
EQRx is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability status, protected veteran status, or any other characteristic protected by law.",5.0,"EQRx
5.0","Cambridge, MA",-1,51 to 200 Employees,2019,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
Data Science Intern,$80K-$132K (Glassdoor est.),"Fashom is a hot startup out of Miami and New York in one of the most exciting fields of women's fashion and styling. With fast growth comes the need to expand our team with hard working, like minded, enterprising individuals. We need your ideas, energy and drive to help take the company to the next level.

Our team is young, international and growing fast, hoping to double in the next 6-8 months so you have the chance to become a part of something big on the ground floor.

Role:

He/she will take a data oriented approach to work on machine learning algorithms with a senior data scientist. This will be a great opportunity to learn something new with big players in the industry.

This is a critical role in the next chapter of growth as we continue to optimize and rapidly scale operations and have a critical lens across all aspects of the company. We have big ambitions and a closely knit talented technology team which can are working on big items from advanced recommendation engines to automated warehouse controls, all of which you will be closely involved with.

Being a startup, we need flexibility and the right attitude. You will get a chance to learn rapidly about the business right attitude will challenge you and inspire you to grow.

Skills required:
Experience of Python and SQL queries
Course work or relevant experience in AI/ML
Data savvy- ability to write queries and work with the technology teams
Ability to learn about the different aspects of the business and understand how to pull key operational metrics
Ability to work with technology teams on next generation business solution conceptualization
Honesty
Fast learner
Efficiency, hard work and attention to detail
Great attitude and the ability to have fun while working
Other:
References, Passport/ID required
Women owner and majority women operated

This position is in Miami, FL and offered for college credit.

Job Type: Internship

Pay: Up to $1.00 per hour

Experience:
Machine Learning: 1 year (Preferred)
sql: 1 year (Preferred)
Application Question:
Are you OK with unpaid internship based in Miami?
Work Location:
Fully Remote
Internship Compensation:
College Credit
This Company Describes Its Culture as:
Detail-oriented -- quality and precision-focused
Outcome-oriented -- results-focused with strong performance culture
Stable -- traditional, stable, strong processes
Company's website:
www.fashom.com
Work Remotely:
Yes",3.8,"Fashom
3.8","New York, NY",-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Associate Director/Director RWE Data Scientist,$80K-$132K (Glassdoor est.),"Do you have expertise in, and passion for Medical Affairs in Oncology? Would you like to apply your expertise to impact the Associate Director/Director RWE Data Scientist role in a company that

follows the science and turns ideas into life changing medicines? Then AstraZeneca might be the one for you!

At AstraZeneca, we put patients first and strive to meet their unmet needs worldwide. Working here means being entrepreneurial, thinking big and working together to make the impossible a reality. If you are swift to action, confident to lead, willing to collaborate, and curious about what science can do, then youre our kind of person.

AstraZenecas vision in Oncology is to help patients by redefining the cancer-treatment paradigm, with the aim of bringing six new cancer medicines to patients between 2013 and 2020. A broad pipeline of next generation medicines is focused principally on four disease areas - breast, ovarian, lung and hematological cancers. As well as other tumor types, these are being targeted through five key platforms -immunotherapy, the genetic drivers of cancer and resistance, DNA damage repair, HER2 and antibody drug conjugates, underpinned by personalized healthcare and biomarker technologies.

The Role

The ideal candidate for this role will bring a proven track record of delivering value through the leverage of routinely collected data from healthcare settings to provide health analytics and insights in a range of contexts including Public Health, Pharmaceutical Research and Development and Commercial/ Payer. They will collaborate with colleagues in Epidemiology, Statistics and Payer, giving scientific and technical guidance on study design, RW data selection and best practice in RW data utilization. In addition, they will assist in advancing and shaping AZs Real World Science data strategy through the due diligence on new data providers/vendors, informatics support for data acquisitions in a range of Therapeutic Areas. The role will promote best practice in Real World Data Science across multiple domains, and/or stakeholder groups.

Typical Accountabilities
Collaborate with Payer and Epidemiology teams to maximise the value derived from large observational research data
Deliver analyses of data from EMR, claims and primary observational data required by TA RWE strategies
Support the development of IVS strategies and selection of optimised contact models for prioritised markets through analysis of RWD
Provide scientific guidance on the application of Real World Evidence and observational research data to address issues across the Oncology and Biopharmaceuticals business units
Provide technical input, options and directions to strategic decisions made by AZ observational study teams on study design, data partner selection and best practices in RWE data utilization
Support technical teams to provide access to analytical tools and develop visual analytics to enable self-serving applications for end customers
Provide clear technical input, options, and direction to strategic decisions on RWE platform and capability build
Provide support for strategic decisions on AZ Medical Evidence and Observational Research external collaborations in the US and other markets
Assist in building a capability that becomes a source of sustained competitive advantage for AZ in identifying, acquiring, integrating and mining diverse RW data from multiple geographic and healthcare system sources to support evidence generation and real-world studies
Evaluate and assess strengths and weaknesses of external RW data sources, and potential partners for advancing the data strategy for specific therapeutic areas
Maintain a strong insight into the capabilities of potential external partners in RWE, especially for US and emerging markets.
Education, Qualifications, Skills and Experience

Essential
PhD or MS in data science or other advanced degree in life sciences with post doctoral or other training/work in Medical/Health Informatics or related field
Experience in real-world evidence and familiarity with health economics/epidemiology, and quantitative science such as health outcome modelling
Expertise in EMR/Health IT, disease registries, and insurance claims databases
Expertise in clinical data standards, medical terminologies and controlled vocabularies used in healthcare data and ontologies (ICD9/10/ReadCode)
Experience in supporting pharmacoepidemiology studies with proven track record of advancing approaches with data science
Experience in Statistical Analysis Plan (SAP) generation and execution for observational studies
Expertise in methods development and application using statistical languages such as R/Matlab/SAS/SQL/Hadoop/Python
Experience in advanced visualisation and visual analytics of routinely collected healthcare data
Desirable
Expertise in data mining approaches within healthcare settings generating insight from routinely collected healthcare data
A history of patient care or equivalent background of working at a patient care setting that allows the candidate to bring medical perspective into real-world evidence generation and observational studies
Demonstrated ability to build long-term relationships with stakeholders at senior levels, understand relevant scientific/business challenges at a deep level and translate into a programme of informatics activities to deliver defined value
Ability to lead & manage multi-disciplinary data science projects
Strong track record of delivering large, cross functional projects
Experience working in a global organization and delivering global solutions
Use of Machine Learning and Artificial Intelligence in the generation of hypotheses within Real World Data
Why AstraZeneca?

At AstraZeneca when we see an opportunity for change, we seize it and make it happen, because any opportunity no matter how small, can be the start of something big. Delivering life-changing medicines is about being entrepreneurial - finding those moments and recognizing their potential. Join us on our journey of building a new kind of organization to reset expectations of what a bio-pharmaceutical company can be. This means were opening new ways to work, pioneering cutting edge methods and bringing unexpected teams together. Interested? Come and join our journey.

Are you already imagining yourself joining our team? Good, because we cant wait to hear from you.

Where can I find out more?

Our Social Media, Follow AstraZeneca on LinkedIn https://www.linkedin.com/company/1603/

Follow AstraZeneca on Facebook https://www.facebook.com/astrazenecacareers/

Follow AstraZeneca on Instagram https://www.instagram.com/astrazeneca_careers/?hl=en",4.0,"AstraZeneca
4.0","Gaithersburg, MD",-1,10000+ Employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
Data Science Intern,$80K-$132K (Glassdoor est.),"Asurion’s internship program is a 12-week internship to help rising seniors get a sneak peek into the technology world. Assigned to a team, interns will have their own projects to complete and present to leadership at the end of the summer. The program will provide the intern with a unique strategic perspective, professional and personal development along the way, and experiences to enhance their academic learnings. Our goal is to allow for the intern to make contributions throughout the summer through project work, presentations and networking. Are you ready to join our award-winning virtual internship?

Asurion’s Internship:
Open to rising seniors currently enrolled in undergrad pursuing a degree related to internship duties or major below.
Duration of virtual internship is 12 weeks from May 17th to August 6th 2021.
Continuous learning and tailored on the job training in technology, product development and/or supply chain management.
Exposure to senior leadership including but not limited to onboarding, learning and development sessions, and team business case presentations.
Build an intern community through peer intern groups, mentors, direct intern leaders, senior leadership throughout the summer.

Preferred Majors: Student must be pursuing Master’s Degree in Data Science, Machine Learning, Computer Science, Electrical Engineering, Advanced Analytics, Applied Mathematics, Statistics, Psychology or related quantitative field, or related field, with a graduation date between August 2021 – May 2022

This is an awesome opportunity to work hands on with a team of high performing Data Scientists focused on building data-driven products for millions of customers. Your internship with the Data Science team will be a deep dive into real-world data and sophisticated Machine Learning models. You will be given the opportunity to help out with all areas of the development process from ideation, research, experimentation, and scaling your solutions. As a member of our team, you will not just observe, but be an active participant in knowledge sharing sessions, brainstorming, workshops and design sprints as well as daily standups, retrospectives, & team outings. We are looking for an intern who is curious, humble and eager to learn – which is the way we all approach the work we do.
Requirements:
0+ years’ experience in machine learning, advanced predictive modeling, and complex data analysis
Ability to simplify and turn complex business problems into mathematical models
Ability to create low & hi-fidelity usable prototypes
Experience with analysis tools & ability to gain proficiency with new tools quickly, such as SQL, RStudio, PyCharm, Jupyter, Anaconda, VSCode, etc.
Familiar with (or able to learn quickly on the job) Amazon Web Services, such as S3, EC2, Lambda, API Gateway, Elastic BeanStalk, SageMaker.
Excellent relationship management, verbal & written communication skills
A strong passion for empirical research and for answering hard questions with data.
Ability to communicate complex quantitative analysis in a clear, precise, and actionable manner.
Responsibilities:

Gather and analyze large volumes of data, evaluate scenarios to make predictions on future outcomes and supports decision making
Design and drive the creation of new data products and analytical capabilities embedded in multiple business applications
Design large scale models using Logistic Regression, Decision Trees, Conjoint Analysis, Spatial models, Time-series models, and Machine Learning algorithms.
Analyze and interpret the results of product experiments.
Drive the collection of new data and the refinement of existing data.
Utilize Natural Language Processing to analyze speech and social data.
Interpret problems and provide solutions using appropriate data modeling techniques
Develop prototypes for new data product ideas using Machine Learning, Deep Learning & AI.
Communicate findings to product managers and development groups.",3.5,"Asurion
3.5","Nashville, TN",-1,10000+ Employees,1994,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
Data Science Intern,$80K-$132K (Glassdoor est.),"12-week Summer Internship
Looking for a global commerce leader where you can shape how the world buys, sells, and gives? If you said yes, eBay wants to talk to you. Where you can just be yourself, do your best work, and have a significant impact for people across the globe.

About the team:


Like to shake things up? We do! eBay hires innovators who can push boundaries and change the world. Put on your entrepreneurial hat, roll up your sleeves and dive head first into eBays extensive pools of data. Come with an analytical mindset and a real passion for delivering on business goals. Help eBay take data to the next level.

We are looking for a motivated machine learning and data science engineering intern to build robust and scalable software and draw insights from massive data sets. We want the highest levels of technical talent and programming skills, as well as a keen desire to deeply understand our products and services to push our technology forward. Youll work alongside the best and the brightest engineering talent in the industry.

Note: By applying to this position, your application will be considered for locations: San Jose, CA, New York, Bellevue, WA, and Austin, TX

You are:
Insightful. Be able to draw conclusions from large Datasets, and help drive business decisions with data-driven thinking
Inventive. Have the ability to do a lot with a little. Aggregate information from various places and establish relationships with key partners to get the data you need.
Tech Savvy. Master your tools, and continue to expand your systems knowledge through formal or informal research and training.
We need:

An excel connoisseur. Know excel backwards and forwards, able to use advanced techniques to collect, display and interpret data.
SQL expertise. Proficiency in SQL is required. R, Python, Java, and/or C++ are a bonus
NoSQL Tools. Have familiarity with at least one NoSQL tool; Hadoop, Hive, Spark, Pig, H2O, etc.
Basic Qualifications:

Currently enrolled as a student, 0-3years of relevant work experience in an accredited Bachelors, Masters, or PhD program within the United States graduating after December 2021
Enrolled in or pursuing an Bachelor's, Masters or PhD Degree in Data Science, Computer Science, Statistics or related major
Creative thinker who knows how to build real-world products
Curate, Acquire & Maintain Datasets
Build and handle data in traditional and non-traditional ways.
Share engineering support, release & on call.
Estimate, plan & rollout changes
Key skills: SQL, Java, Python, NoSQL tool ie: Hadoop, Pig, Spark, H2O etc.

Disclaimer: Please note that by applying to this role, you are agreeing to be considered for multiple positions. This is a general description of the qualifications and skills required for positions of this type of role.

This website uses cookies to enhance your experience. By continuing to browse the site, you agree to our use of cookies

View our privacy policy

View our accessibility info

eBay Inc. is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, sex, sexual orientation, gender identity, veteran status, and disability, or other legally protected status. If you are unable to submit an application because of incompatible assistive technology or a disability, please contact us at talent@ebay.com. We will make every effort to respond to your request for disability assistance as soon as possible.

For more information see:

EEO is the Law Poster

EEO is the Law Poster Supplement",3.6,"eBay
3.6","San Jose, CA",-1,10000+ Employees,1995,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
Data Scientist in Artificial Intelligence Early Career,$80K-$132K (Glassdoor est.),"*Organization and Job ID**
Job ID: 311096

Directorate: National Security Directorate

Division: Computing & Analytics

Group: Data Sciences & Analytics
*Job Description**
Do you want to create a legacy of meaningful research for the greater good? Do you want to lead and contribute to work in support of an organization that addresses some of todays most challenging problems that face our Nation? Do you want to work with engaging and collaborative teams? Then join us in the Data Sciences and Analytics Group at the Pacific Northwest National Laboratory (PNNL)!

For more than 50 years, PNNL has advanced the frontiers of science and engineering in the service of our nation and the world in the areas of energy, the environment and national security. PNNL is committed to advancing the state-of-the-art in artificial intelligence through applied machine learning and deep learning to support scientific discovery and our sponsors missions. Help us advance this frontier and protect our nation!

Data science at the Pacific Northwest National Laboratory (PNNL) addresses critical national and global issues by applying scientific and mathematical techniques to multiple data sources and communicating the finding to our sponsors and the academic community. This position requires thought leadership and technical depth to support the sponsors of PNNLs National Security Directorate in the development and advancement of data science and deep learning research. Research of interest includes the development, implementation, and resulting analyses of national security capabilities related to geo-spatial analytics, AI assurance, adversarial machine learning, human language technologies, computer vision, disaster response and recovery, health security, and other related fields.

The data scientist in artificial intelligence should have the following attributes:

+ Familiar with existing deep learning libraries (e.g., TensorFlow, PyTorch, Caffe2) and machine learning packages (i.e. sklearn)

+ Experience applying machine learning and artificial intelligence to domain specific applications, such as geospatial intelligence, natural language processing, few-shot learning, adversarial machine learning, social computing, computer vision, etc.

+ Ability to contribute that knowledge to the academic and research strength of PNNL and have experience writing scientific publications demonstrating their insight and discovery.
*Minimum Qualifications**
Bachelor's with 0-1 years of experience or a Master's degree with 0 years of experience is required.
*Preferred Qualifications**
+ Active Federal Q Clearance and ability to maintain such clearance.
*Equal Employment Opportunity**
Battelle Memorial Institute (BMI) at Pacific Northwest National Laboratory (PNNL) is an Affirmative Action/Equal Opportunity Employer and supports diversity in the workplace. All employment decisions are made without regard to race, color, religion, sex, national origin, age, disability, veteran status, marital or family status, sexual orientation, gender identity, or genetic information. All BMI staff must be able to demonstrate the legal right to work in the United States. BMI is an E-Verify employer. Learn more at jobs.pnnl.gov.
*_Please be aware that the Department of Energy (DOE) prohibits DOE employees and contractors from participation in certain foreign government talent recruitment programs. If you are offered a position at PNNL and are currently a participant in a foreign government talent recruitment program you will be required to disclose this information before your first day of employment._**
*Other Information**
This position requires the ability to obtain and maintain a federal security clearance.

Requirements:
U.S. Citizenship
Background Investigation: Applicants selected will be subject to a Federal background investigation and must meet eligibility requirements for access to classified matter in accordance 10 CFR 710, Appendix B.
Drug Testing: All Security Clearance (L or Q) positions will be considered by the Department of Energy to be Testing Designated Positions which means that they are subject to applicant, random, and for cause drug testing. In addition, applicants must be able to demonstrate non-use of illegal drugs, including marijuana, for the 12 consecutive months preceding completion of the requisite Questionnaire for National Security Positions (QNSP).
Note: Applicants will be considered ineligible for security clearance processing by the U.S. Department of Energy until non-use of illegal drugs, including marijuana, for 12 consecutive months can be demonstrated.

_Directorate:_ _National Security_

_Job Category:_ _Scientists/Scientific Support_

_Group:_ _Data Sciences & Analytics_

_Opening Date:_ _2020-08-20_

_Closing Date:_ _2020-10-19_",3.8,"PNNL
3.8","Seattle, WA",-1,1001 to 5000 Employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),-1
Data Scientist,$80K-$132K (Glassdoor est.),"About us

Boxy Charm was founded in 2013 and continues to be a leader in the beauty subscription box industry experiencing immense growth of more than 100% year over year. We work with some of the hottest brands including Butter London, Dr. Brandt, Elemis, GlamGlow, Smashbox, Tarte, Too Faced and many more.

Today, Boxy Charm has a community of more than 2.4 million followers across its social media platforms, 10 million monthly visitors online and is the #1 searched beauty box brand on YouTube. In 2018, Inc magazine named it as one of the fastest growing companies in the nation. Boxy Charm is headquartered in South Florida and has an office in Toronto, Canada.

About you

Boxy Charm is seeking a Data Scientist who will use a range of data science and machine learning methodologies to build solutions for a variety of business initiatives. Additionally, the ideal candidate will be able to solve complex problems and apply those solutions within a cutting-edge cloud-based technology platform.

The role will be filled with a solution-oriented candidate that thrives on working in a highly dynamic and engaging environment.

What you will be doing
Work closely with different business units and translate high level business problems into actionable deliverables for the Data & Algorithms team
Work with a wide variety of data ranging between social media and email to customer transactions and logistics
Develop a variety of machine learning models including customer recommendations, customer propensity, forecasting, and marketing performance.
Collaborate closely with the Software Development and DevOps teams to ensure continued delivery of high-quality data through our data processing pipeline
Partner with various business stakeholders and implement solutions that improve their business process
Conduct big data analysis using SQL, Python, Snowflake, Spark and other technologies
Break down complex projects and problems into actionable tasks that be delivered quickly and iteratively and provide value to the business stakeholders
Key Understandings
Customer lifetime value, regression analysis, cohorts, retention, customer lifecycle, customer segmentation, machine learning, large-scale data analysis, classification and propensity modeling
What you will bring to the table
Bachelor's degree or higher in Computer Science, Math, Statistics or a related field
3+ years of experience programming in languages such as Python, Java, Scala, Ruby, R
3+ years of experience working with SQL and relational databases
3+ years of experience with machine learning, statistical modeling, and data mining techniques
Experience with one or more machine learning algorithms such as neural networks, regression, clustering etc.
Working experience with machine learning technologies such as TensorFlow, Keras, ScikitLearn, H20.ai, MXNet, Caffe, Gluon etc. is highly desirable
Experience working in an Agile (SCRUM, XP etc.) development environment
Experience with AWS or other cloud environments is desirable
Knowledge of Big Data and NoSQL systems such as Snowflake, Hadoop, Spark, MongoDB, etc. is a plus",3.2,"Boxy Charm
3.2",United States,-1,51 to 200 Employees,2013,Company - Private,Beauty & Personal Accessories Stores,Retail,Unknown / Non-Applicable,-1
Data Scientist,$80K-$132K (Glassdoor est.),"E.W. Scripps is a company rich in media history focused on the future. We are one of the nation's largest independent TV station owners with 60 stations nationwide, and we are working to stay ahead of the ways in which people use technology to find news and information. Our commitment to the future means that discovery is commonplace, the status quo is challenged, iteration and collaboration are the norm and new ideas are welcome. Join a team of top performers and help shape the future of the most strategic and well positioned media company – E. W. Scripps. This position will be located in Cincinnati, OH or Washington, DC.

At Scripps, you’ll:
Have a complete modern data science/analytics software stack at your disposal.
Enjoy a broad scope of responsibility – with projects and questions from every part of the business and new businesses under consideration.
Know that your work will have an impact on key strategic decisions – changing and shaping the way we do business. This is why we are so selective in our hiring process.
Grow your talent with constant learning – with substantial investments in on-site and hands-on training and eLearning formats used to fill in the gaps.
Work on projects that are important and interesting to you – with focus on modern media and marketing strategies
Expand your horizons by attending and giving talks at conferences and professional networking opportunities with senior analytics professionals.
Become a leading expert in applied data science for media.
We are looking for someone who knows how to use the latest data analytics tools, will thrive in our fast-paced innovative environment, will deliver results and has the following experience and credentials.

Primary purpose:

The Data Scientist blends the skills of a business thinker with those of a data analyst: asking questions, turning data into knowledge, forming conclusions, and making recommendations that enable the company to innovate, differentiate itself from its competitors, work smarter, make better decisions, and enhance profitability. This individual will partner with the analytics team, analytics products and services director, business leaders and end users to be a change agent - teasing out the questions that are important to our business, and then use statistical analysis and data mining techniques to inform the answers and communicate conclusions both visually and in writing, along with recommendations and next steps. The Data Scientist will also participate in the creation and measurement of new business processes, tools, and products.

Key responsibilities:
Influence the course of the business as a trusted advisor to business leaders, users and clients, using data and analytics as a basis for better, more informed decision making
Creation of analytics and measurement roadmaps
Identify impactful choices or courses of action that drive value for the organization
Evaluate the big picture and solve business problems in addition to focusing on metrics
Influence the direction of the business by effectively communicating conclusions to cross-functional groups
Create automation applications to replace tasks for critical revenue generating teams decreasing time dedicated to non-revenue generating
Mine large amounts of data and perform data analysis to extract useful business insights for a wide range of topics including product development and performance, market dynamics, consumer and audience knowledge, internal operations, and external research
Initial study design, acquisition of data, prototyping and production roll out
Ongoing tracking, monitoring, and periodic follow-up studies
Support the design and implement of reporting dashboards that track key business metrics and provide actionable insights
Use software and other tools to develop analyses that identify patterns, influences, correlations, relationships, predictive factors, risk factors, and that provide better situational awareness
Creation of models, simulations, and optimization routines
Develop of data flows and acquisition strategies to facilitate the capture and sharing of data and analytics within the organization
Support the development of Scripps analytics products and services by providing input into product roadmaps
Be a positive force to cultivate a culture that is passionate about developing analytics as a business competency
Drive accountability for value recognition and business results
Create and contribute to a quality work environment that motivates team members to perform at their highest levels and positively affects employee and business partner relationships
Be a publicly visible presence, including creating communications and leading training sessions, advocating for the benefits of analytics in Scripps and the products/services of the analytics team
Education / work experience:
Bachelor's required, Masters preferred. Applied statistics, Computer Science, business analytics or a related field.
Minimum 3 years, 5+ years preferred, experience in solving analytical problems using quantitative approaches apply to this requirement.
Experience and demonstrated success presenting complex analyses and final recommendations to business leaders and external clients.
Statistical method experience:
Analysis techniques such as marketing mix modeling, scenario modeling, pattern detection, A/B testing, nearest neighbor, cluster analysis, sentiment analysis, decision trees, optimization, simulation, regression analysis, agent-based modeling, ensemble models, collaborative filtering and other types of analysis
Software Proficiency:
Python, RapidMiner, R
Database skills (Snowflake, MySQL) experience preferred
Tableau
About Scripps:

The E.W. Scripps Company (NASDAQ: SSP) advances understanding of the world through journalism. As the nation’s fourth-largest independent TV station owner, Scripps operates 60 television stations in 42 markets. Scripps empowers the next generation of news consumers with its multiplatform news network Newsy and reaches growing audiences through broadcast networks including Bounce and Court TV. Scripps runs an award-winning investigative reporting newsroom in Washington, D.C., and is the longtime steward of the Scripps National Spelling Bee. Founded in 1878, Scripps has held for decades to the motto, “Give light and the people will find their own way.”

As an equal employment opportunity employer, The E.W. Scripps Company and its affiliates do not discriminate in its employment decisions on the basis on race, sex, sexual orientation, gender, color, religion, age, genetic information, medical condition, disability, marital status, citizenship or national origin, and military membership or veteran status, or on any other basis which would be in violation of any applicable federal, state or local law. Furthermore, the company will make reasonable accommodations for qualified individuals with known disabilities unless doing so would result in an undue hardship for the company.

If interested, please apply at www.scripps.com/careers.

#LI-CH1

#GD-CH1",3.5,"The E.W. Scripps Company
3.5","Cincinnati, OH",-1,5001 to 10000 Employees,1878,Company - Public,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),-1
